time (s) 	ai1 (K)	ai2 (K)	ai3 (K)	ai4 (K)	ai5 (K)	ai6 (K)	ai7 (K)	ai8 (K)	ai9 (K)
2473.77	794.969	632.3695625918	759.7457177066	632.3624811033	660.0438286475	578.6910054637	694.4062080497	578.6725080741	660.0496514326
2478.62	794.281	631.8565625326	759.121217677	631.849201829	659.4785294466	578.2059966712	693.8020085824	578.1877084647	659.4843513794
2485.7	793.278	631.1085724355	758.2107176474	631.1012827488	658.6548304232	577.4993982693	692.9221092039	577.4811090211	658.6606513142
2492.8	792.274	630.3601623431	757.3005176119	630.3530836958	657.8314314886	576.7926100805	692.0415099142	576.7741096603	657.8372512432
2499.92	791.27	629.6119622484	756.3900175823	629.6048847375	657.008032554	576.0861017319	691.1619106244	576.0678102107	657.0138511722
2507.05	790.267	628.8638821549	755.4788175468	628.8565956597	656.1836336194	575.3798034188	690.2813113347	575.3617208251	656.1897510952
2511.95	789.578	628.3507620945	754.8540175231	628.3436862883	655.6193344185	574.8959146085	689.6781118674	574.8782011885	655.6251510478
2519.11	788.575	627.6032620057	753.9428174876	627.5956972992	654.7966353951	574.1907063486	688.7985125777	574.1731118029	654.8027509768
2526.28	787.572	626.8552719086	753.031317458	626.8477083102	653.9742364605	573.4854080355	687.9196131992	573.4678123533	653.9800509117
2533.48	786.568	626.1070718139	752.1198174284	626.09978923	653.1511376147	572.7803197579	687.0400139094	572.7630229618	653.1569508347
2540.69	785.565	625.3595717251	751.2079173869	625.3518002409	652.3284385913	572.0760214448	686.1604146197	572.058513543	652.3345507637
2545.64	784.877	624.84687166	750.5828173692	624.8391009334	651.7651393904	571.5937125635	685.5579150636	571.5764139396	651.7709507163
2552.87	783.874	624.0994615676	749.6716173336	624.0919018804	650.943440367	570.8899243747	684.6793157739	570.872624548	650.9488506394
2560.12	782.87	623.3514714705	748.759117304	623.3444028334	650.1213415212	570.1866260615	683.8007164842	570.1691151292	650.1271505742
2567.39	781.867	622.6039713817	747.8469172685	622.5965038692	649.2989425866	569.4833277484	682.9221171944	569.4660257436	649.3050504973
2574.68	780.864	621.856771287	746.934717233	621.8490048221	648.477543652	568.7803295241	682.0435179047	568.7637262941	648.4836504262
2579.68	780.176	621.3440712219	746.3089172093	621.3363055146	647.9149443622	568.2992306783	681.4413184374	568.2819266847	647.9207503848
2586.99	779.173	620.5970811248	745.3967171738	620.5898064676	647.0938455164	567.5969323652	680.5637191477	567.5804172659	647.0996503078
2594.32	778.17	619.8496710324	744.4842171442	619.8426074146	646.273146493	566.8954240166	679.6861198579	566.8784179052	646.2792502368
2601.67	777.167	619.1022609401	743.5710171087	619.0949185143	645.4520476472	566.1936358278	678.8082204794	566.1771184556	645.4578501658
2609.03	776.164	618.355270843	742.6585170791	618.3479994341	644.6316487126	565.4926376034	677.9306211897	565.4761190948	644.6374500947
2614.09	775.476	617.8432707838	742.0317170554	617.8357201598	644.0690494229	565.0123287221	677.3284217224	564.9957194026	644.0751500414
2621.49	774.473	617.0960706891	741.1185170199	617.0883111376	643.2489505771	564.3115405333	676.4518224327	564.2952300998	643.2547499704
2628.91	773.468	616.348080592	740.2040169903	616.3408120905	642.4275516425	563.6109421314	675.5732231429	563.5944205923	642.4333498994
2636.34	772.464	615.6006704996	739.2898169548	615.5929131263	641.6071527079	562.9100339603	674.6956238532	562.8939312895	641.6129498283
2643.79	771.46	614.8526804026	738.3753169252	614.8454140793	640.7867537733	562.2099456827	673.8180245635	562.19363184	640.7925497573
2648.91	770.772	614.3399803374	737.7475169015	614.3327147718	640.2244545724	561.7301469257	673.2158250962	561.7143221726	640.230249704
2656.39	769.768	613.5925702451	736.833316866	613.5857257827	639.4040556378	561.0308486126	672.3389257177	561.014742845	639.409849633
2663.89	768.764	612.845580148	735.9178168364	612.8378268185	638.5846567032	560.331760335	671.4616265167	560.3155334203	638.5904495619
2671.41	767.76	612.0980800592	735.0026168009	612.0904177963	637.7645578574	559.6325520752	670.584027227	559.6170240015	637.770349485
2678.95	766.756	611.3508799645	734.0874167653	611.3434288073	636.9451589228	558.9342537621	669.7074279373	558.91823461	636.9509494139
2684.12	766.068	610.8389699017	733.4603167476	610.8314295057	636.383559633	558.4557550938	669.1069283812	558.4401350065	636.3896493606
2691.68	765.065	610.0920698011	732.5451167121	610.0845305415	635.5651606984	557.7584567807	668.2303290914	557.7429255818	635.5709492955
2699.26	764.061	609.345079704	731.6296166825	609.3380314944	634.7460618526	557.0613685031	667.3540298905	557.0458361962	634.7518492186
2706.86	763.057	608.5983696176	730.7134166469	608.5911325302	633.927662918	556.3641602433	666.478130512	556.3486267715	633.9334491475
2714.48	762.053	607.8514695169	729.7979166173	607.843933572	633.1092639834	555.6671620189	665.601831311	555.6518373799	633.1150490765
2719.71	761.365	607.3396794554	729.1701165937	607.3320242005	632.5479647825	555.1900631731	665.001331755	555.1747377765	632.5537490232
2727.36	760.362	606.5927793547	728.2539165581	606.5859451866	631.7305658479	554.4942749843	664.1257324652	554.4787384157	631.7363489522
2735.02	759.358	605.84657926	727.3374165285	605.8395361644	630.9124670021	553.7987666357	663.2501331755	553.783528991	630.9182488752
2742.71	758.355	605.1001691677	726.421216493	605.0928472642	630.0950680675	553.1030685001	662.3755338858	553.0884396054	630.1008488042
2750.41	757.351	604.3541790706	725.5047164634	604.346438242	629.2776691329	552.408770187	661.499934596	552.3934401499	629.2837487272
2755.7	756.663	603.8424790054	724.8759164397	603.8347389345	628.7173699319	551.9321814655	660.90043504	551.9174305714	628.7231486798
2763.43	755.66	603.0962789107	723.9604164101	603.0893299123	627.9009709973	551.2379732057	660.026135839	551.2236411798	627.9067486088
2771.19	754.657	602.3503788101	723.0432163746	602.343130954	627.0838721515	550.5446748926	659.1515365493	550.529641819	627.0896485318
2778.96	753.654	601.6041787154	722.1260163391	601.5971419649	626.2674732169	549.8508867037	658.2769372595	549.8364323943	626.2732484608
2786.74	752.65	600.8586786266	721.2095163095	600.8514530647	625.4513743711	549.1578884794	657.403037881	549.1436430028	625.4571483839
2792.1	751.962	600.3474885532	720.5804162917	600.3397537572	624.8917750814	548.6828796869	656.8031385025	548.6685433993	624.8975483365
2799.92	750.959	599.6020784608	719.6632162562	599.594344735	624.0756762356	547.9908814626	655.9295392128	547.9765440386	624.0814482595
2807.76	749.956	598.8563883578	718.7460162207	598.8491457767	623.260277301	547.2988832382	655.0559399231	547.2845445831	623.2663481826
2815.61	748.953	598.110888269	717.8285161911	598.1032468125	622.4451784552	546.6070950494	654.1823406333	546.5935452223	622.4509481115
2823.49	747.95	597.3656881743	716.9103161556	597.3580478542	621.6297795206	545.9158867896	653.3094412548	545.9017558308	621.6358480346
2828.9	747.262	596.8549881092	716.2815161319	596.8473485467	621.0707804084	545.4427879438	652.7112417875	545.4286562273	621.0765479813
2836.81	746.26	596.1098780109	715.3640161023	596.1023595577	620.2563814738	544.7519997549	651.8386424978	544.7384468026	620.2621479103
2844.74	745.257	595.3648879138	714.4458160668	595.3572506243	619.4419825392	544.0620015306	650.9653432968	544.0484474419	619.4477478392
2852.69	744.253	594.6197778155	713.5280160431	594.6122616352	618.6271837822	543.3720033063	650.0927440071	543.3584479864	618.6336477623
2860.66	743.251	593.8747877184	712.6098160076	593.8680626769	617.8137848476	542.683005082	649.2201447174	542.6694486256	617.8195476853
2866.13	742.563	593.3648776557	711.9800159839	593.3573633694	617.2554856466	542.2109062361	648.6226451613	542.1969491051	617.261247632
2874.13	741.561	592.6201875527	711.0625159543	592.6131644112	616.442086712	541.5222081006	647.7510458716	541.5086496555	616.447847561
2882.15	740.558	591.875987458	710.1433159188	591.868265447	615.6289878662	540.8339998408	646.8787466706	540.8199502888	615.634747484
2890.19	739.555	591.1310873573	709.2248158892	591.1240664887	614.8155889316	540.1460016164	646.0071473809	540.1321608973	614.821347413
2898.25	738.552	590.3870972602	708.3056158537	590.3798675304	614.0024900858	539.4582134276	645.1355480912	539.4449514726	614.008247336
2903.79	737.865	589.8769771999	707.67581583	589.8696782809	613.4451908849	538.9874146706	644.5383486239	538.973941894	613.4509472827
2911.88	736.862	589.1331971004	706.7573158004	589.1262692587	612.6330920391	538.3006264818	643.6677493341	538.2871525024	612.6388472058
2919.99	735.86	588.3890870021	705.8378157708	588.3820703005	611.8206931045	537.6144182219	642.7971500444	537.6013631109	611.8264471347
2928.12	734.857	587.645096905	704.9186157353	587.6381713363	611.0085942587	536.9284199976	641.9265507547	536.9151536862	611.0143470578
2936.28	733.854	586.9016868127	703.9991157057	586.8942724668	610.1964954128	536.2425118266	641.0552515537	536.2294543195	610.2022469808
2941.88	733.167	586.3922867417	703.369315682	586.3852730705	609.6408961231	535.772923105	640.4594519088	535.7603547161	609.6466469335
2950.06	732.165	585.6490866469	702.4498156524	585.642374201	608.8297972773	535.0887148452	639.5891527079	535.0756553494	608.8355468565
2958.27	731.163	584.9059765487	701.5306156169	584.8986853007	608.0186984315	534.4039266564	638.7195534182	534.3916559886	608.0244467795
2966.5	730.161	584.1629864516	700.6111155873	584.1554863425	607.2075995857	533.7199284321	637.8499541284	533.7076565331	607.2133467026
2974.75	729.158	583.4198763533	699.6909155517	583.4125873783	606.3972006511	533.0362302965	636.9806549275	533.0239571664	606.4032466256
2980.42	728.47	582.9103862858	699.059815534	582.9028880708	605.8409014501	532.5674315395	636.3841553714	532.5551576518	605.8469465723
2988.7	727.469	582.1674861852	698.1396154985	582.1606891125	605.0311026931	531.8846433507	635.5155560817	531.8723682602	605.0368464954
2997.01	726.466	581.4247960822	697.2198154748	581.4175801791	604.2210038473	531.2024350908	634.6462568807	531.1901588355	604.2267464184
3005.33	725.464	580.6823859898	696.2996154393	580.6753812208	603.4116049127	530.5204368665	633.777657591	530.5081593801	603.4173463474
3013.68	724.462	579.9399758975	695.3791154097	579.9326923205	602.6025060669	529.838738731	632.9090583013	529.8264600134	602.6082462704
3019.42	723.775	579.4309958217	694.748315386	579.4240830379	602.0472068659	529.3712400627	632.313858834	529.3596604987	602.0529462171
3027.8	722.773	578.6890957211	693.8278153564	578.6820941436	601.2388079313	528.6909417496	631.4462595442	528.6788711072	601.2448461402
3036.2	721.771	577.9468956263	692.9066153209	577.9401951794	600.4300091743	528.0102436141	630.5779603433	527.9981717405	600.4357460632
3044.63	720.769	577.2056955316	691.9861152913	577.1980862459	599.6216102397	527.3302453897	629.7103610536	527.3182623099	599.6276459863
3053.07	719.767	576.463795431	691.0656152617	576.4568872877	598.8135113939	526.6505472542	628.8434616751	526.6384729183	598.8195459093
3058.88	719.08	575.9550953659	690.4331152321	575.9476980382	598.259212193	526.1845384617	628.2482622078	526.1726733089	598.2649458619
3067.36	718.078	575.2139852676	689.5126152025	575.2067991687	597.4514134359	525.5057502728	627.381662918	525.4939739423	597.4571457791
3075.87	717.076	574.4722951646	688.5911151729	574.4656002104	596.6440145013	524.8270521373	626.5143637171	524.8157645176	596.6500457021
3084.4	716.075	573.7311850663	687.6696151433	573.7244012521	595.8362157443	524.1485640373	625.6477644273	524.1372752148	595.8426456311
3092.95	715.073	572.9901949692	686.7484151077	572.9832923187	595.0298168097	523.4711457419	624.7811651376	523.4595758481	595.0358455482
3098.82	714.386	572.4820048958	686.11631509	572.4751030692	594.4765176088	523.0067670559	624.1872657591	522.9954762447	594.4825454949
3107.41	713.385	571.7418947975	685.1951150545	571.734904111	593.6704187629	522.3298588849	623.3216664694	522.318776878	593.6764454179
3116.02	712.383	571.0009946969	684.2736150249	570.9940052415	592.8636200059	521.6531607493	622.4550671796	521.6420775113	592.869345341
3124.65	711.381	570.2600945963	683.3511149953	570.2533163412	592.0575211601	520.977162525	621.5894678899	520.9660780558	592.063245264
3133.3	710.379	569.5198945015	682.4289149597	569.5132074078	591.2517224031	520.3014643894	620.724168689	520.2903786891	591.2581451871
3139.25	709.693	569.0124944305	681.796814942	569.0055081003	590.6994232021	519.8384555969	620.1306691329	519.8275790798	590.7058451338
3147.94	708.692	568.2725943299	680.8753149124	568.2658192	589.8950242675	519.1637574614	619.2663699319	519.1528797131	589.9007450568
3156.66	707.69	567.5326942292	679.9531148769	567.5259203305	589.0899254217	518.4889692725	618.401070731	518.4783904103	589.0956449799
3165.4	706.688	566.7930041262	679.0306148473	566.7858113971	588.2848265759	517.815271137	617.5364714413	517.8041809856	588.290844897
3174.16	705.687	566.0533840362	678.1081148177	566.0461224968	587.4800278189	517.1410831258	616.6718721515	517.1304816189	587.48574482
3180.18	705	565.5464039605	677.475314794	565.5397232781	586.9287286179	516.6799842799	616.0796726842	516.6691920676	586.9344447668
3188.97	703.999	564.8072938622	676.5531147585	564.8006143447	586.1256297721	516.0072861444	615.2160733945	515.9969826429	586.1313446898
3197.8	702.998	564.0683937615	675.6306147289	564.0614153864	585.3215309263	515.3345880089	614.3524741048	515.3242832762	585.3272446128
3206.65	701.997	563.3291936668	674.7071146993	563.3225165169	584.5177321693	514.6626798378	613.4881749038	514.6525839095	584.52344453
3215.52	700.996	562.5905935603	673.7846146697	562.5838276167	583.7146333235	513.9909817023	612.6255756141	513.9808845428	583.720344453
3221.61	700.309	562.0841034928	673.1515146519	562.077218334	583.1643341225	513.5306030162	612.0333761468	513.5203850222	583.1700443997
3230.52	699.308	561.3455033862	672.2283146164	561.3387394977	582.3612352767	512.8599048807	611.1707768571	512.8503855667	582.3672443168
3239.46	698.307	560.6073032915	671.3051145809	560.6004205951	581.5591364309	512.1897866741	610.3074776561	512.1796862001	581.5651442399
3248.41	697.306	559.8694031909	670.3816145513	559.8623116616	580.7570375851	511.5199984853	609.4451784552	511.5099868334	580.7630441629
3257.4	696.305	559.1312930926	669.4581145217	559.1246227614	579.9552388281	510.8503904031	608.5832790766	510.8404974359	579.960944086
3263.57	695.618	558.6251030192	668.825314498	558.6182235427	579.4052397159	510.3918016815	607.9920796094	510.3817879461	579.4109440268
3272.59	694.618	557.8879929209	667.9018144684	557.8807447063	578.6041408701	509.723103546	607.1307804084	509.7137884906	578.6098439498
3281.64	693.617	557.1503028179	666.9783144388	557.1436357729	577.8030420243	509.0547054992	606.2684812075	509.0450891239	577.8087438728
3290.71	692.616	556.4127027113	666.0541144033	556.4059468726	577.0022432672	508.3870073637	605.4075818289	508.3775997265	577.00794379
3299.81	691.615	555.6757126143	665.1303143796	555.6688379392	576.2014445102	507.7200091394	604.546282628	507.7102004486	576.2071437071
3306.06	690.928	555.169892548	664.4965143559	555.1632287513	575.6528452205	507.2625104711	603.9550831607	507.2529808061	575.6585436597
3315.2	689.928	554.4332024449	663.5723143204	554.426539851	574.8530464635	506.5958123356	603.0947839598	506.5867014725	574.8587435768
3324.36	688.927	553.6963023443	662.6478142908	553.6896409815	574.0529476176	505.9300241468	602.23418467	505.9200921307	574.0586434999
3333.55	687.926	552.9599122354	661.7233142612	552.9530421061	573.2531488606	505.2644160645	601.3738854691	505.2550926752	573.258843417
3342.76	686.926	552.2238021371	660.7991142257	552.2171432366	572.4540500148	504.5989279645	600.5142861793	504.5899033665	572.4600433341
3349.1	686.239	551.719102072	660.1650142079	551.7122339599	571.9060509026	504.1430092252	599.924086712	504.1338937879	571.9117432808
3358.35	685.239	550.9835019654	659.2408141724	550.9765450596	571.1079520568	503.4787311607	599.0654874223	503.4701944212	571.1136432039
3367.63	684.239	550.2473918672	658.3163141428	550.240736215	570.3091532998	502.8150330251	598.2051882214	502.8060051126	570.314843121
3376.94	683.238	549.5119117618	657.3915141191	549.5050473147	569.511054454	502.1513348896	597.3465889316	502.1425157151	569.516743044
3386.28	682.237	548.7761016576	656.4663140836	548.769448534	568.713255697	501.4884267185	596.4872897307	501.4796062845	568.7189429612
3392.69	681.551	548.2717015866	655.8322140658	548.2650493153	568.1662565848	501.0341380858	595.8990902634	501.0251067639	568.171942902
3402.06	680.551	547.5370114835	654.9077140362	547.530360415	567.369157739	500.3722299147	595.0404909737	500.3634073972	567.374842825
3411.47	679.551	546.8021113829	653.9825140007	546.7954615455	566.5720588932	499.710251939	594.1821917727	499.7017080305	566.5780427421
3420.9	678.55	546.0673012787	653.0570139711	546.0605626761	565.7752601361	499.0491337324	593.3238925718	499.0403086579	565.7809426652
3430.36	677.55	545.3324011781	652.1315139415	545.3257538314	564.9784613791	498.3879457212	592.466293282	498.3796092912	564.9841425823
3436.85	676.864	544.8292111047	651.4967139178	544.8225645819	564.4331621782	497.9351469642	591.8780938147	497.9271097706	564.438842529
3446.35	675.864	544.095311004	650.5722138882	544.0886657124	563.6373634211	497.2757489174	591.021494525	497.2674104039	563.6430424461
3455.88	674.864	543.3615008998	649.6460138527	543.3547668429	562.8415646641	496.6160507819	590.1641953241	496.6079210065	562.8472423632
3465.44	673.864	542.6276007992	648.7205138231	542.6209579983	562.0464658183	495.9573526463	589.3068961231	495.9493116646	562.0521422863
3475.02	672.864	541.8940006926	647.7950137935	541.8873591229	561.25096715	495.298744564	588.4505969222	495.290612298	561.2566421975
3481.6	672.178	541.3908106192	647.1599137758	541.3841699681	560.7066679491	494.8474559313	587.8633974549	494.8393227466	560.7123421442
3491.23	671.178	540.6579105186	646.2344137462	540.6512710986	559.9118691921	494.1897577958	587.0077981651	494.1817134048	559.9175420613
3500.89	670.178	539.925010418	645.3082137106	539.9183722291	559.1177703463	493.532359749	586.1514989642	493.5243140322	559.1234419844
3510.57	669.177	539.1917103055	644.381713681	539.1850734425	558.323271678	492.8756616135	585.2951997632	492.8676146655	558.3289418956
3520.29	668.177	538.4588102048	643.4545136455	538.4519645091	557.5291728322	492.2189634779	584.4396004735	492.2109152988	557.5348418186
3526.97	667.491	537.9564101338	642.8194136278	537.9495652904	556.98517372	491.7686748452	583.8524010062	491.7606257474	556.9908417594
3536.73	666.49	537.2235100332	641.8922135922	537.2168764848	556.191374963	491.1130667629	582.9971018053	491.1052263748	556.1970416765
3546.52	665.49	536.490699929	640.9654135686	536.4842776094	555.3982761172	490.4576687162	582.1418026043	490.449617033	555.4039415996
3556.35	664.489	535.75830982	640.038213533	535.7516788287	554.6047774489	489.8029705806	581.2872033146	489.7949176663	554.6104415108
3566.2	663.489	535.0264097194	639.1107135034	535.0197799592	553.8119786919	489.1482724451	580.4319041136	489.1405182937	553.8176414279
3572.97	662.802	534.5240996448	638.4746134857	534.5174707654	553.268679491	488.6990738656	579.8457046463	488.6919287482	553.2743413746
3582.87	661.802	533.7924095418	637.5471134561	533.785991929	552.4768807339	488.0458858544	578.9914054454	488.0385293756	552.4825412917
3592.79	660.802	533.0608094352	636.6196134265	533.0541830844	551.6850819769	487.3929776833	578.1371062445	487.385340067	551.6907412089
3602.75	659.801	532.3294193263	635.6921133969	532.3227942729	550.8932832199	486.7402795478	577.2835069547	486.7327307251	550.898941126
3612.74	658.801	531.5983992245	634.7639133614	531.5919854283	550.1017845516	486.0880915365	576.4302077538	486.0808212945	550.1074410372
3619.6	658.115	531.0974191487	634.1281133377	531.0907962735	549.5594853507	485.6413828328	575.8450082865	485.6338318319	549.5651409839
3629.63	657.115	530.3666090445	633.2006133081	530.3599874288	548.7693865049	484.989984786	574.9917090855	484.9829224013	548.775340901
3639.7	656.115	529.6362189356	632.2728132844	529.6300885593	547.9788878366	484.3395867392	574.1394098846	484.3325230287	547.9845408181
3649.79	655.115	528.9061088373	631.3446132489	528.8994897786	547.1890890796	483.6891886925	573.2868105949	483.68233372	547.1947407353
3659.91	654.115	528.1758087248	630.4164132134	528.169680934	546.3992903226	483.0392107167	572.4345113939	483.0326343533	546.4049406524
3666.88	653.429	527.6753186574	629.7793131956	527.6687917733	545.8572912104	482.5939918887	571.8496120154	482.587344802	545.8629405932
3677.05	652.429	526.9458085472	628.851813166	526.9391929926	545.0684924534	481.9451039662	570.9980127257	481.9382455181	545.0741405103
3687.26	651.429	526.2164184383	627.9233131364	526.2102941231	544.2796936964	481.2967059195	570.1467135247	481.2903360875	544.2853404274
3697.49	650.429	525.4875183377	626.9948131068	525.4809053116	543.4911950281	480.6490077839	569.2954143238	480.6422368037	543.4968403386
3707.76	649.429	524.7579182311	626.0663130772	524.751606525	542.7030961823	480.0013997017	568.4441151228	479.9948374311	542.7090402557
3714.81	648.743	524.2586081565	625.4295130535	524.2522073063	542.1630970701	479.5581110689	567.8609156555	479.5513379105	542.1687402025
3725.13	647.744	523.5302180476	624.501313018	523.5240984676	541.3755984019	478.9119230577	567.0106164546	478.9049385379	541.3812401137
3735.48	646.744	522.8021079493	623.5725129943	522.7957096561	540.5880997336	478.2656150642	566.1603172536	478.2594491404	540.5937400249
3745.86	645.744	522.0738078368	622.6440129647	522.0672009002	539.8013009766	477.6200069819	565.3100180527	477.6138397986	539.806939942
3756.28	644.744	521.3462077303	621.7148129292	521.3398120887	539.0145022196	476.9750290062	564.4604187629	476.968950484	539.0201398591
3763.44	644.059	520.8472276545	621.0777129114	520.840622934	538.4755031074	476.5331102669	563.8782192956	476.5272408995	538.4811397999
3773.9	643.059	520.1202075527	620.1492128818	520.1138140893	537.6897043504	475.8891322912	563.0289200947	475.8830515908	537.695339717
3784.4	642.06	519.3928174438	619.2200128463	519.3863053335	536.9039055934	475.2455242089	562.1799209825	475.2396522182	536.9095396341
3794.93	641.06	518.6662173372	618.2905128167	518.6596165279	536.1184069251	474.6026362864	561.3313216928	474.5965529344	536.1240395453
3805.49	640.06	517.9389172247	617.361712793	517.9330176525	535.3336081681	473.9600282042	560.4830224919	473.9541535618	535.3392394625
3812.75	639.375	517.4415171537	616.7249127694	517.4349185226	534.7956090559	473.5202294471	559.9018230246	473.5144439773	534.8012394033
3823.36	638.376	516.7159170471	615.7957127338	516.7093197419	534.0118102989	472.8788314004	559.0538239124	472.8732546686	534.0167393145
3834.02	637.377	515.9893169406	614.8662127042	515.9830209552	533.2273116307	472.2377334424	558.2062246227	472.231855296	533.2329392316
3844.7	636.377	515.263716834	613.9367126746	515.2574221745	532.4438129624	471.5973353956	557.3589254217	471.5912459541	532.4494391428
3855.42	635.378	514.5384167215	613.007212645	514.5318233938	531.6600142054	470.9571473844	556.5116262208	470.9513566395	531.6656390599
3862.78	634.693	514.0412266481	612.3694126214	514.0347242639	531.123315182	470.5187387694	555.9314267535	470.512857119	531.1289389948
3873.55	633.694	513.3164165439	611.4399125918	513.3103354524	530.340516425	469.8795507582	555.0851275525	469.8744577463	530.3461389119
3884.36	632.694	512.5919064338	610.5104125622	512.5855266078	529.5587176679	469.2411527114	554.2388283516	469.2355684317	529.564338829
3895.2	631.695	511.8675163249	609.5809125326	511.861137891	528.7762189997	468.6030547534	553.3928292394	468.5979590899	528.7818387402
3906.08	630.696	511.1432162124	608.650712497	511.1368391044	527.9947203315	467.9656567067	552.5475300385	467.9605597173	528.0003386514
3913.56	630.011	510.6468161414	608.0126124793	510.6402299164	527.4587212193	467.5289480029	551.9673305712	467.5233601908	527.4643385922
3924.49	629.012	509.9232160348	607.0831124497	509.9169311298	526.6779224623	466.892270116	551.122331459	466.8871708821	526.6835385094
3935.45	628.013	509.1999159223	606.1536124201	509.193542413	525.897423794	466.2566620337	550.2777321693	466.2508615344	525.9030384206
3946.46	627.014	508.4765258134	605.2231123905	508.4702436264	525.116625037	465.6207741112	549.4327330571	465.6156722257	525.1222383377
3957.49	626.015	507.7533156974	604.2926123609	507.7476448457	524.3364264575	464.9859559934	548.5884338562	464.9810627891	524.342038243
3965.08	625.33	507.258125624	603.6548123372	507.2520356578	523.8021272566	464.551177485	548.0102343889	464.5460733266	523.8077381897
3976.17	624.332	506.5361055221	602.7253123076	506.5299469351	523.0226285883	463.9175694027	547.1669351879	463.9124639847	523.0282381009
3987.31	623.333	505.8140154073	601.794812278	505.8076481484	522.2441299201	463.2836814803	546.323635987	463.2785746701	522.2497380121
3998.48	622.334	505.0919252924	600.8643122484	505.0858393985	521.4653311631	462.651073398	545.480336786	462.6461752975	521.4702379233
4009.68	621.335	504.3703251859	599.9338122188	504.3645406119	520.6868324948	462.0186753512	544.6373376739	462.0138659498	520.6924378404
4017.39	620.65	503.8759251148	599.2960121951	503.8694414819	520.1531334714	461.5854767718	544.0598381178	461.5805763984	520.1587377753
4028.65	619.652	503.1549249964	598.3655121655	503.1488427012	519.3756348032	460.9541687783	543.2178390056	460.9494771146	519.3812376865
