time (s) 	ai1 (K)	ai2 (K)	ai3 (K)	ai4 (K)	ai5 (K)	ai6 (K)	ai7 (K)	ai8 (K)	ai9 (K)
307.555	1218.63	1002.224479815	1146.575034632	1002.223025725	1060.405844925	967.3661080594	1107.589209825	967.3220467925	1060.397077019
310.008	1218.28	1001.288739742	1146.038034573	1001.287286049	1059.585844925	966.3035087696	1106.899209825	966.258957182	1059.587077019
312.474	1217.91	1000.353089665	1145.498034573	1000.351636398	1058.775844925	965.2405096575	1106.199209825	965.196237569	1058.777077019
314.955	1217.55	999.4216196815	1144.948034573	999.4201662351	1057.958845812	964.178000421	1105.499209825	964.1332379834	1057.96007696
317.45	1217.17	998.4856696105	1144.405034632	998.4840967406	1057.138845812	963.1150013089	1104.799209825	963.0701483728	1057.14007696
319.962	1216.79	997.5488795489	1143.848034573	997.5474270685	1056.318845812	962.0517021079	1104.092210713	962.0068487931	1056.32007696
322.488	1216.4	996.6171995678	1143.298034573	996.6157468412	1055.498845812	960.9879130312	1103.382210713	960.9428492074	1055.50007696
325.029	1216.01	995.6806195039	1142.738034573	995.6791672887	1054.678845812	959.9246138303	1102.672210713	959.8798496217	1054.6730769
327.586	1215.61	994.74303944	1142.171034513	994.7415876414	1053.848845812	958.8606147181	1101.955211601	958.8157600112	1053.85007696
330.157	1215.21	993.8066493902	1141.601034513	993.8051979421	1053.0218467	957.796615606	1101.235211601	957.7515504563	1053.02007696
332.746	1214.8	992.8697493488	1141.031034513	992.8678082428	1052.1918467	956.7319165826	1100.515211601	956.6868508647	1052.1930769
335.348	1214.38	991.9324492955	1140.461034513	991.9309985103	1051.354847588	955.6676173816	1099.785211601	955.6220613429	1051.3530769
336.133	1214.26	991.6510492837	1140.291034513	991.6495985932	1051.104847588	955.3478177368	1099.568212489	955.3027514506	1051.1030769
338.752	1213.83	990.714659234	1139.711034513	990.7132088938	1050.2718467	954.2847285713	1098.838212489	954.2389618342	1050.2730769
341.391	1213.4	989.7770591866	1139.131034513	989.7756092253	1049.434847588	953.2198195125	1098.108212489	953.1740522733	1049.436076841
344.043	1212.96	988.8395491357	1138.544034454	988.8380994869	1048.594847588	952.1551204891	1097.368212489	952.1092627516	1048.596076841
346.713	1212.52	987.901159086	1137.954034454	987.8994998184	1047.754847588	951.0896315012	1096.628212489	951.0442631659	1047.749076782
349.4	1212.07	986.9625590386	1137.357034395	986.961110119	1046.907848476	950.023632389	1095.881213377	949.9778636631	1046.906076841
352.101	1211.61	986.0238389901	1136.767034395	986.0219004694	1046.057848476	948.9586332769	1095.131213377	948.9126540135	1046.059076782
354.818	1211.15	985.084658938	1136.167034395	985.083210776	1045.210849364	947.8929342535	1094.381213377	947.8463745497	1045.209076782
357.55	1210.68	984.1453588847	1135.560034336	984.1439111016	1044.360849364	946.8270251946	1093.624214265	946.7806749581	1044.362076723
360.3	1210.2	983.2060588314	1134.950034336	983.2046114271	1043.510849364	945.761046331	1092.864214265	945.7147653973	1043.509076782
363.066	1209.72	982.2657587781	1134.340034336	982.2641017834	1042.650849364	944.6946271478	1092.104214265	944.6482758696	1042.652076723
364.162	1209.53	981.894868758	1134.100034336	981.8932119243	1042.313850252	944.2733376273	1091.797215152	944.2270560022	1042.312076723
366.947	1209.04	980.9553587071	1133.480034336	980.9539122498	1041.460849364	943.2079386927	1091.027215152	943.1615664745	1041.455076664
369.752	1208.54	980.0145686455	1132.863034277	980.0129126641	1040.593850252	942.1412396693	1090.257215152	942.0944669658	1040.595076664
372.573	1208.03	979.0735486029	1132.233034277	979.0716129897	1039.733850252	941.0738407347	1089.487215152	941.0274673801	1039.735076664
375.41	1207.52	978.1326685449	1131.606034217	978.1305233791	1038.866851139	940.0073517468	1088.71021604	939.9610678773	1038.868076604
378.263	1207.01	977.1912484904	1130.976034217	977.1892237047	1038.006851139	938.9404426879	1087.923216928	938.8936683745	1037.998076604
381.133	1206.48	976.2493684324	1130.336034217	976.247714061	1037.136851139	937.8732537889	1087.133216928	937.8261788468	1037.131076545
384.02	1205.95	975.3073683732	1129.699034158	975.3057144753	1036.259852027	936.8056448188	1086.343216928	936.7585692801	1036.261076545
386.924	1205.41	974.3648583223	1129.059034158	974.3629248588	1035.389852027	935.7374559197	1085.553216928	935.6903797465	1035.391076545
389.845	1204.87	973.4218582631	1128.409034158	973.4204152151	1034.509852027	934.6697568963	1084.756217816	934.6225602105	1034.511076545
390.2	1204.8	973.3080682607	1128.329034158	973.3059252731	1034.402852915	934.5403570738	1084.656217816	934.4930702685	1034.404076486
393.136	1204.25	972.3660682015	1127.679034158	972.3639256875	1033.522852915	933.4737481037	1083.856217816	933.4261808237	1033.524076486
396.091	1203.69	971.4230681423	1127.022034099	971.4209261018	1032.642852915	932.4055592047	1083.049218704	932.3584812321	1032.644076486
399.064	1203.13	970.4791580796	1126.362034099	970.4776264273	1031.762852915	931.3374603588	1082.242219592	931.2901717541	1031.764076486
402.054	1202.56	969.5360680239	1125.702034099	969.5337168665	1030.875853803	930.2692714598	1081.432219592	930.2219822205	1030.877076427
405.06	1201.98	968.5920679647	1125.03503404	968.5897172808	1029.988854691	929.2007525429	1080.612219592	929.1535827177	1029.990076368
408.084	1201.39	967.6473678996	1124.36503404	967.6456276703	1029.098854691	928.1323536083	1079.795220479	928.0845732338	1029.100076368
411.125	1200.8	966.7030678463	1123.688033981	966.7009281734	1028.208854691	927.063464798	1078.968221367	927.016173731	1028.203076308
414.186	1200.2	965.7573677812	1123.008033981	965.7556284989	1027.311855579	925.9940658634	1078.138221367	925.9462842862	1027.313076308
414.818	1200.08	965.5626677753	1122.868033981	965.5607386398	1027.124856466	925.7739661298	1077.968221367	925.7260943383	1027.123076308
417.896	1199.47	964.6179677102	1122.181033921	964.615829079	1026.231855579	924.7053571597	1077.138221367	924.6575747964	1026.226076249
420.994	1198.86	963.6721776486	1121.501033921	963.6700395572	1025.327857354	923.6357684382	1076.301222255	923.5876853516	1025.326076249
424.109	1198.24	962.7262675858	1120.804033862	962.7240399715	1024.427857354	922.5663695036	1075.461222255	922.5185858428	1024.42907619
427.243	1197.61	961.7792675266	1120.111033921	961.7771304107	1023.520858242	921.4962706577	1074.621222255	921.4482763649	1023.51907619
430.395	1196.98	960.8317774592	1119.407033803	960.830130825	1022.617857354	920.4256819362	1073.774223143	920.3775968893	1022.612076131
433.564	1196.33	959.8845674023	1118.707033803	959.8826412973	1021.70385913	919.3553730549	1072.917224031	919.3072873166	1021.702076131
436.75	1195.69	958.9370773348	1117.997033803	958.9349418004	1020.79385913	918.2847843334	1072.067224031	918.2364878967	1020.795076072
438.374	1195.35	958.4558772993	1117.637033803	958.453742049	1020.33385913	917.7415848661	1071.627224031	917.6934981145	1020.325076072
441.586	1194.7	957.5081772342	1116.920033744	957.5067424633	1019.41385913	916.6717861091	1070.770224919	916.6234886306	1019.415076072
444.817	1194.03	956.5602671714	1116.203033685	956.5580429665	1018.496860018	915.6007773165	1069.903225806	915.5526892107	1018.498076012
448.066	1193.36	955.611777104	1115.483033685	955.6095534388	1017.579860906	914.5305884174	1069.033225806	914.4820097351	1017.578076012
451.334	1192.68	954.6620770388	1114.756033625	954.6599439667	1016.659860906	913.4588797137	1068.163225806	913.410790282	1016.654075894
454.62	1192	953.7125869713	1114.026033625	953.7104544391	1015.732861793	912.3877808679	1067.286226694	912.3389907673	1015.734075894
457.924	1191.3	952.7629769027	1113.296033625	952.7607549422	1014.802861793	911.3161921463	1066.409227582	911.2681013225	1014.804075894
461.116	1190.63	951.8499768435	1112.589033566	951.8478453813	1013.912861793	910.2870933005	1065.559227582	910.2383018078	1013.907075835
464.455	1189.93	950.8997867701	1111.842033507	950.8973558537	1012.978863569	909.215504579	1064.67222847	909.1667123571	1012.980075776
467.813	1189.22	949.949086705	1111.102033507	949.9467463816	1012.048863569	908.1434957865	1063.78222847	908.0947028732	1012.050075776
471.189	1188.5	948.9976866339	1110.352033507	948.9955569427	1011.111864457	907.0719971182	1062.885229358	907.0231134225	1011.110075776
474.585	1187.77	948.0459865688	1109.595033448	948.0436473819	1010.171864457	905.9991983612	1061.988230246	905.9506139966	1010.173075716
477.999	1187.04	947.0938864918	1108.835033448	947.091457943	1009.224865345	904.926699693	1061.088230246	904.8785144879	1009.226075657
481.433	1186.3	946.1411864267	1108.078033389	946.1387584461	1008.286365789	903.8541109714	1060.181231133	903.8051050869	1008.287575628
483.215	1185.91	945.6489863912	1107.678033389	945.6465586947	1007.797566144	903.2995116817	1059.711231133	903.2511153047	1007.79847561
486.674	1185.16	944.6963763225	1106.911033329	944.6939492227	1006.849966854	902.2275028892	1058.801231133	902.1786158788	1006.851175556
490.153	1184.41	943.7431862491	1106.141033329	943.7407597838	1005.901767387	901.1547041321	1057.884232021	901.105906389	1005.902675527
493.653	1183.64	942.7887861781	1105.36403327	942.7865703449	1004.952367564	900.0812054639	1056.967232909	900.0324069631	1004.94657545
497.17	1182.87	941.8345961047	1104.58403327	941.8322608669	1003.995668541	899.0079168312	1056.040233797	898.9589075373	1003.996875444
500.708	1182.1	940.879986036	1103.797033211	940.87756137	1003.038069251	897.9344181629	1055.113234685	897.8853180865	1003.039275397
504.263	1181.31	939.924885959	1103.010033152	939.922461956	1002.080169873	896.8609194947	1054.183234685	896.8118186607	1002.081075361
504.803	1181.19	939.7803959507	1102.890033152	939.7780620389	1001.938669429	896.6985196722	1054.043234685	896.6494187435	1001.932575332
508.379	1180.4	938.8252958738	1102.100033152	938.8226626307	1000.972870672	895.625021004	1053.106235573	895.5760093425	1000.973775308
511.975	1179.6	937.8691957968	1101.303033093	937.8667731859	1000.013170761	894.5508224245	1052.16923646	894.5017198858	1000.014375296
515.591	1178.8	936.9127957258	1100.503033093	936.9103737778	999.0458715596	893.476813632	1051.22923646	893.4275204541	999.0467752486
519.226	1177.99	935.9563956548	1099.696033033	935.9532743638	998.0779721811	892.402825088	1050.282237348	892.3535109702	998.0788752072
522.881	1177.17	934.9985955719	1098.889032974	934.9961749497	997.1021734241	891.3281163843	1049.332237348	891.2787315715	997.1030751243
525.975	1176.47	934.1918055103	1098.209032974	934.189385428	996.2833737792	890.4225276628	1048.525238236	890.3734220936	996.2845750947
529.663	1175.64	933.2341954416	1097.389032974	933.2313760388	995.3101743119	889.34823903	1047.575238236	889.2991326369	995.3103750592
533.372	1174.81	932.2756053564	1096.572032915	932.2731865999	994.3332749334	888.2735303263	1046.611240012	888.2239332051	994.3334750178
537.101	1173.96	931.3165052794	1095.745032856	931.3138772167	993.3526756437	887.1983317468	1045.651240012	887.1487337733	993.3538749704
540.849	1173.11	930.3571952048	1094.918032797	930.3547778026	992.371076354	886.1231331674	1044.6842409	886.0735344362	992.371274923
544.617	1172.26	929.3970951279	1094.088032797	929.3946783886	991.3861769754	885.0478445346	1043.7142409	884.9981249405	991.3866748757
546.825	1171.75	928.8371950864	1093.598032797	928.834288784	990.8106774194	884.4196353869	1043.1442409	884.3707352412	990.8111748461
550.622	1170.89	927.8770950095	1092.761032737	927.8741893699	989.8230781296	883.344646843	1042.167241788	883.2953258402	989.8242748046
554.439	1170.01	926.9162049301	1091.921032737	926.9133000198	988.8331787511	882.2694482635	1041.190242675	882.2196364664	988.8336747573
558.278	1169.13	925.9546148449	1091.074032678	925.9512906307	987.8405794614	881.1932496841	1040.203243563	881.1434370346	987.8410747099
562.134	1168.25	924.9926047644	1090.227032619	924.9899812474	986.8452802604	880.1171411579	1039.216244451	880.0680276336	986.8464746626
566.011	1167.35	924.0302946898	1089.37003256	924.0273918914	985.8486809707	879.0411526139	1038.226244451	878.9913382598	985.8491746093
567.44	1167.03	923.6767946602	1089.05003256	923.6738921459	985.4815812371	878.6457431111	1037.859245339	878.5961385084	985.4820745915
571.341	1166.12	922.7142045749	1088.193032501	922.7115827626	984.4819819473	877.5699646027	1036.862246227	877.5209390766	984.4824745442
575.265	1165.22	921.7504044921	1087.333032501	921.7479033817	983.4796827464	876.4935559877	1035.862246227	876.4437396448	983.4798744968
579.21	1164.3	920.7863044151	1086.466032441	920.7831940814	982.4740834566	875.4159575858	1034.865247115	875.3668403018	982.4745744435
583.174	1163.38	919.8215043322	1085.596032441	919.8186047253	981.4667842557	874.3394589176	1033.858248002	874.2899408641	981.4679743962
587.158	1162.45	918.8566142529	1084.719032382	918.8532953421	980.457184966	873.2620705512	1032.848248002	873.2127414323	980.4576743429
587.834	1162.3	918.6932142411	1084.572032323	918.6901054889	980.2857851435	873.0796707287	1032.67124889	873.03043154	980.286974337
591.838	1161.36	917.7279241499	1083.692032323	917.7250960997	979.2751858538	872.0035622026	1031.66124889	871.9537421662	979.2756742837
595.864	1160.42	916.7619140694	1082.805032264	916.7588068324	978.2608866529	870.9258737474	1030.644249778	870.8765427344	978.2613742304
599.912	1159.48	915.7949039889	1081.925032264	915.7919174823	977.2435874519	869.8477652212	1029.627250666	869.7988533606	977.2450741771
603.979	1158.52	914.8273139036	1081.031032145	914.8242081819	976.225288251	868.770076766	1028.600251554	868.7209540176	976.2257741238
608.045	1157.57	913.8645138207	1080.141032145	913.8614088567	975.20898905	867.6979682398	1027.573252442	867.6481446048	975.2104740706
612.149	1156.61	912.8967137379	1079.244032086	912.8936095314	974.1866898491	866.6202797847	1026.546253329	866.570945173	974.1878740232
616.277	1155.64	911.9274236467	1078.344032086	911.9243202642	973.1613906481	865.5416813828	1025.509254217	865.492345824	973.161873964
620.423	1154.66	910.9586235638	1077.437032027	910.955310875	972.133391536	864.4635728566	1024.472255105	864.4146564502	972.1345739107
624.591	1153.68	909.988123475	1076.530031968	909.9850216078	971.104092335	863.3848844014	1023.432255105	863.3355470433	971.1052738574
628.113	1152.84	909.171723404	1075.760031968	909.1686221997	970.2354930453	862.4773857332	1022.555255993	862.4282575867	970.2366738101
632.316	1151.85	908.2012233152	1074.843031909	908.1978228744	969.2021938443	861.398697278	1021.508256881	861.3496582377	969.2033737568
636.54	1150.85	907.2294232323	1073.91903179	907.2263236379	968.1661947322	860.3198888406	1020.458256881	860.2707588	968.1673736976
640.785	1149.85	906.2571331411	1072.99903179	906.2538243068	967.1278955312	859.2405004742	1019.401257769	859.191369515	967.1290736443
645.038	1148.84	905.2874230547	1072.072031731	905.2840249815	966.0908964191	858.164391948	1018.354258656	858.1147701661	966.0920735851
648.067	1148.12	904.5987229896	1071.412031731	904.5955355485	965.3536969518	857.4005031377	1017.597259544	857.3513705686	965.3551735437
652.312	1147.11	903.6372229008	1070.495031672	903.6338262481	964.3226978396	856.3349047358	1016.550260432	856.2857712196	964.3241734845
656.554	1146.1	902.6804228179	1069.568031613	902.6772369868	963.2956987274	855.2742162807	1015.50326132	855.2249618068	963.2968734312
660.794	1145.09	901.7281327267	1068.651031553	901.7245276864	962.2713995265	854.2191077545	1014.46326132	854.170272433	962.272873372
665.029	1144.09	900.7803326439	1067.731031553	900.7770283553	961.2514004143	853.1697193881	1013.416262208	853.1206730841	961.2525733187
667.93	1143.39	900.1333325847	1067.104031494	900.1300288643	960.554200947	852.454110418	1012.709263096	852.4049734925	960.5556732773
672.159	1142.39	899.1930424935	1066.187031435	899.1895296278	959.5395019236	851.4135120161	1011.669263096	851.3645841127	959.541373224
676.388	1141.38	898.2563324071	1065.277031435	898.2531503357	958.5282027227	850.3776135254	1010.635264871	850.3285647307	958.5293731648
680.613	1140.37	897.3247423218	1064.360031376	897.3207411241	957.5199035218	849.3479250702	1009.605264871	849.298665293	957.5213731056
684.837	1139.36	896.3960322354	1063.453031317	896.3921517681	956.5139044096	848.3219065973	1008.578265759	848.2729759192	956.5153730464
687.728	1138.67	895.7625421679	1062.826031257	895.7589423079	955.8270050311	847.6224176095	1007.871266647	847.5728764104	955.8291730109
691.945	1137.66	894.841742085	1061.916031257	894.8381429826	954.8280059189	846.6058192076	1006.844267535	846.5561870366	954.8291729517
696.164	1136.65	893.9237320045	1061.009031198	893.9198537154	953.830706718	845.5924308412	1005.824267535	845.5433776238	953.8321728925
700.38	1135.65	893.0094419133	1060.102031139	893.0053544789	952.8357076058	844.584322315	1004.7978686	844.535178192	952.8378728392
704.594	1134.64	892.0987318269	1059.19503108	892.0953450897	951.8447084936	843.5806338598	1003.779669133	843.5317888123	951.84587278
707.483	1133.95	891.4766417713	1058.57503108	891.4725556627	951.1665090263	842.8947248009	1003.081469666	842.8453892148	951.1679727386
711.693	1132.94	890.5721416825	1057.67503108	890.5682663954	950.1795099142	841.8983364346	1002.064470553	841.849699841	950.1809726794
715.904	1131.93	889.6713415996	1056.768031021	889.667257101	949.195510802	840.9064379439	1001.055070731	840.857590434	949.1966726261
720.114	1130.92	888.7730515084	1055.871030961	888.7694577757	948.2135116898	839.9180495775	1000.039271974	839.8689910851	948.2146725669
724.324	1129.92	887.878341422	1054.964030902	887.8742585333	947.2335125777	838.9339410513	999.0307724179	838.8850916474	947.2356725077
727.207	1129.23	887.2673413628	1054.354030902	887.2632590424	946.5643131104	838.2622420279	998.3416726842	838.2133920558	946.5664724722
731.411	1128.22	886.3787512775	1053.450030784	886.374669781	945.5903139982	837.285643626	997.3318739272	837.2365826429	945.5917724071
735.618	1127.21	885.492741197	1052.550030784	885.4888704558	944.6173148861	836.3119551709	996.3269745487	836.2631032384	944.6194723538
739.825	1126.2	884.6094511059	1051.653030725	884.6053712193	943.6473157739	835.3420566802	995.3236753477	835.2932939202	943.6494722946
744.032	1125.2	883.7289510171	1050.763030725	883.7246619189	942.679016573	834.375948154	994.3213761468	834.3273944825	942.6811722413
746.92	1124.5	883.1266509638	1050.146030665	883.1225724031	942.0161171944	833.7147592549	993.6348765907	833.666484827	942.0182721999
751.126	1123.5	882.251150875	1049.249030606	882.2470731666	941.0521180823	832.7548607642	992.6365773898	832.7067954532	941.0535721347
755.335	1122.49	881.3783507921	1048.352030547	881.3742738414	940.0891189701	831.7979622736	991.6389781	831.7494060735	940.0912720815
759.543	1121.48	880.5078507033	1047.462030547	880.50368458	939.1291198579	830.8448537474	990.6433788103	830.7962966665	939.1312720223
763.751	1120.47	879.640260618	1046.565030488	879.6359752796	938.1711207458	829.894465381	989.6490796094	829.8463972288	938.1732719631
766.632	1119.78	879.0480505612	1045.958030429	879.0439757887	937.5169212785	829.2467663576	988.9695800533	829.1979976313	937.5183719216
770.84	1118.78	878.185460476	1045.068030429	878.1811764634	936.5619221663	828.3026578314	987.9782808523	828.2540081687	936.5643718624
775.049	1117.77	877.3247503895	1044.178030429	877.3203772329	935.6099230542	827.3611794118	986.9886815626	827.3131088257	935.6120718091
779.259	1116.76	876.4662503007	1043.28403031	876.4620879656	934.658923942	826.4232809211	986.0003823616	826.375209388	934.6610717499
783.472	1115.75	875.6106602155	1042.397030251	875.6062886404	933.7099248298	825.4881723949	985.0127830719	825.4403099503	933.7120716907
786.36	1115.06	875.0251501646	1041.787030251	875.0205892382	933.0607253625	824.8487734603	984.3375836046	824.8009103528	933.0631716493
790.572	1114.06	874.1736500758	1040.900030192	874.1692798549	932.1157262504	823.9196649341	983.3529843149	823.8713110038	932.117871596
794.788	1113.05	873.3233599846	1040.013030133	873.3192006516	931.1717271382	822.9921865144	982.3696851139	822.944111572	931.1738715368
799.004	1112.04	872.4762599077	1039.123030133	872.4714913512	930.2290281148	822.0680779883	981.3880858242	822.0202121343	930.2311714717
803.223	1111.03	871.6307598189	1038.236030073	871.6263920319	929.2887289139	821.1461794976	980.4074865345	821.0985227605	929.2908714184
806.114	1110.34	871.0527597597	1037.629030014	871.0483925409	928.6448295354	820.5166905097	979.7362870672	820.4689130991	928.6472713711
810.332	1109.34	870.2112596709	1036.749030014	870.2068933044	927.7078304232	819.6005819835	978.7586877774	819.5527136673	927.7099713178
814.555	1108.33	869.371459588	1035.862029955	869.3673040431	926.771831311	818.6866834929	977.7813885765	818.6388142296	926.7739712586
818.78	1107.32	868.5338695027	1034.975029896	868.5288048066	925.8375321101	817.7747850022	976.805489198	817.7271248558	925.8399711994
823.005	1106.32	867.6978594222	1034.095029896	867.6932155453	924.9048330867	816.866096547	975.831189997	816.8183154429	924.9069711402
825.904	1105.63	867.1260693606	1033.488029837	867.1214959324	924.2659337082	816.2446976124	975.1629905297	816.1968258206	924.2680710987
830.136	1104.62	866.2932692778	1032.601029777	866.2884167291	923.334934596	815.3394990329	974.19039124	815.2917164136	923.3377710455
834.378	1103.61	865.4604691949	1031.721029777	865.4554974595	922.4046353951	814.4356005423	973.2167919503	814.3878169759	922.4067709863
838.622	1102.6	864.6292691002	1030.834029718	864.6249081982	921.4746362829	813.5337020516	972.2444927493	813.4861276021	921.4770709211
842.868	1101.59	863.8004690173	1029.957029659	863.7958989037	920.5466371708	812.6340135964	971.2728934596	812.5867181064	920.5490708619
845.78	1100.9	863.2333789616	1029.347029659	863.2283194459	919.9117377922	812.0191045375	970.6076939923	811.971738542	919.9141708205
850.028	1099.89	862.4074588776	1028.463029541	862.4026101455	918.9867386801	811.1242060469	969.6390947026	811.0766291351	918.9888707672
854.281	1098.88	861.5828687923	1027.583029541	861.5785108261	918.0620396567	810.2313075562	968.6707955016	810.1837296974	918.064870708
858.536	1097.87	860.7602787071	1026.696029481	860.7554316228	917.1397404558	809.34019903	967.7031962119	809.2928302597	917.1418706488
862.795	1096.86	859.9392686266	1025.819029422	859.9344223283	916.2177413436	808.4515105748	966.736897011	808.4046308279	916.2201705837
865.714	1096.17	859.377478565	1025.219029422	859.3724228374	915.5868419651	807.8438115514	966.0753974549	807.7965312244	915.5899705482
869.974	1095.16	858.5597684786	1024.332029363	858.5549236009	914.6688428529	806.9592131495	965.1117981651	806.9123317926	914.670970489
874.241	1094.15	857.742388391	1023.455029304	857.7378242816	913.7498437408	806.0762246056	964.1481988754	806.0294323549	913.7529704298
878.511	1093.14	856.9266783045	1022.575029304	856.9223250451	912.8328446286	805.1953261149	963.1858996745	805.148322948	912.8359703706
882.783	1092.13	856.1128782216	1021.698029245	856.1078258086	911.9178455164	804.3164276242	962.2236004735	804.2696335742	911.9202703055
885.713	1091.44	855.5558781624	1021.091029185	855.5508263176	911.2909461379	803.7150286896	961.5651009174	803.6681439518	911.293370264
889.987	1090.43	854.7450780796	1020.211029185	854.7400270871	910.3779470257	802.8408301102	960.6065016277	802.793824481	910.3803702048
894.268	1089.43	853.9344879943	1019.334029126	853.9299277678	909.4649479136	801.9669316195	959.6472024268	801.9203450764	909.4680701516
898.552	1088.42	853.1259879055	1018.457029067	853.1207285254	908.5539488014	801.0952431643	958.6893030482	801.0484456387	908.5563700864
902.838	1087.41	852.3188878286	1017.577029067	852.3136292061	907.6439496893	800.2258345494	957.7320038473	800.1792462069	907.6463700272
905.779	1086.72	851.7659777658	1016.980029008	851.760839779	907.0210503107	799.6304356148	957.07680438	799.5845465206	907.0234699858
910.07	1085.71	850.9613876806	1016.100029008	850.9563405425	906.1130511986	798.7645371241	956.121505179	798.7184371136	906.1154699266
914.368	1084.7	850.1573776	1015.223028949	850.1522412232	905.2050520864	797.8996386334	955.1666058005	797.8535376759	905.2081698733
918.669	1083.69	849.3547875148	1014.346028889	849.3495319228	904.2990529743	797.0367401427	954.2123065996	796.9906382382	904.3021698141
922.972	1082.68	848.553287426	1013.46902883	848.5481527254	903.3940538621	796.1755415633	953.2597073099	796.1297388005	903.3971697549
925.925	1081.99	848.0042873668	1012.862028771	847.9991532344	902.7741544836	795.5861426287	952.6065078426	795.5400392089	902.7765697076
930.233	1080.98	847.2054872839	1011.992028771	847.20014394	901.8711553714	794.728244138	951.6559085528	794.6825598043	901.8742696543
934.548	1079.97	846.4068971987	1011.115028712	846.4016447035	900.968456348	793.8715556828	950.7043092631	793.8256603666	900.9715695892
938.866	1078.97	845.6098871182	1010.238028653	845.6048454729	900.0674572359	793.0171470679	949.7547099734	792.9707609289	900.07056953
943.188	1077.96	844.8140870353	1009.361028593	844.8085562057	899.1664581237	792.1632485772	948.8054107724	792.117651522	899.1695694708
946.153	1077.27	844.2690869761	1008.761028593	844.2639566319	898.5502586564	791.5797595893	948.1549112163	791.5337418664	898.5526694293
950.48	1076.26	843.4752868932	1007.884028534	843.4697574842	897.651559633	790.7295610098	947.2076120154	790.6837524039	897.6546693701
954.814	1075.25	842.6817868044	1007.007028475	842.6766581648	896.7535605209	789.879962608	946.2600127257	789.8343630242	896.7566693109
959.151	1074.24	841.8898967251	1006.137028475	841.8841589284	895.8565614087	789.0327640285	945.3134134359	788.9869535284	895.8589692458
963.493	1073.23	841.0983966363	1005.260028416	841.0931496339	894.9595622965	788.1861656266	944.3678141462	788.1410540907	894.9629691866
966.471	1072.54	840.557096583	1004.660028416	840.5513602069	894.3459630068	787.6074666032	943.7203145901	787.5618645571	894.3490691452
970.818	1071.53	839.7678064918	1003.786028297	839.7625608816	893.4516638059	786.7642680238	942.7760153892	786.7189651194	893.455069086
975.172	1070.53	838.979306403	1002.914828321	838.9737616511	892.5576646937	785.9223695331	941.8324160994	785.8767656876	892.5610690268
979.531	1069.52	838.1912963225	1002.038128256	838.1861723897	891.6646655815	785.0814710424	940.8888168097	785.0358662499	891.6677689735
983.893	1068.51	837.4047062373	1001.161428191	837.399463184	890.7719665582	784.2420624274	939.9465176088	784.1969668122	890.7750689084
986.887	1067.82	836.866406184	1000.562928161	836.8604636931	890.1607670909	783.6676634928	939.3003181415	783.6222671259	890.1641688669
991.256	1066.81	836.0813961035	999.6932281553	836.0756643678	889.2700680675	782.8307650022	938.3594187629	782.7860676941	889.2731688077
995.632	1065.8	835.2968960147	998.8165280902	835.2908651373	888.3797688665	781.9947764582	937.418119562	781.9501682564	888.3831687485
1000.01	1064.79	834.5133059294	997.9436280488	834.5080659067	887.4900698431	781.1608779675	936.4785202723	781.1162688187	887.4934686834
1004.4	1063.79	833.730595843	997.0697280073	833.7254766454	886.602070731	780.3279794768	935.5389209825	780.283369381	886.6051686301
1007.4	1063.09	833.1948057814	996.4715279718	833.1894771544	885.9931713525	779.7577905778	934.8957215152	779.7129697834	885.9965685828
1011.79	1062.09	832.4140056986	995.5986279304	832.4084678599	885.1061722403	778.9273819628	933.9571222255	778.8827703516	885.1095685236
1016.19	1061.08	831.6332056157	994.7247278889	831.6278785986	884.2191731281	778.0974834721	933.0195229358	778.0528709139	884.2225684644
1020.59	1060.07	830.8536155304	993.8518278475	830.8481693929	883.3334741048	777.2694949282	932.081923646	777.2248814514	883.3365684052
1025	1059.06	830.074905444	992.9792278001	830.0695801316	882.4481749038	776.4425964375	931.1456244451	776.3979820136	882.451568346
1028.02	1058.37	829.5418153884	992.3807277705	829.5362806466	881.8415756141	775.8766873786	930.504124889	775.8320723581	881.8449682986
1032.44	1057.37	828.7648053078	991.5081277232	828.7587814101	880.9578765907	775.0517888879	929.5688256881	775.0075929535	880.9616682453
1036.86	1056.36	827.9875152167	990.6352276817	827.9819821795	880.0745773898	774.2278903972	928.6339263096	774.1836935158	880.0779681802
1041.29	1055.35	827.2114151397	989.7623276403	827.2053929182	879.1915782776	773.4052019421	927.6993270198	773.3612840201	879.194968121
1045.72	1054.34	826.4357050533	988.8894275989	826.4298936817	878.3095791654	772.5837933271	926.7650278189	772.5393845824	878.3129680618
1048.76	1053.65	825.9047049941	988.2919275693	825.8988941908	877.7049798757	772.0213043392	926.1255282628	771.9769849849	877.7090680204
1053.2	1052.64	825.1301149088	987.4193275219	825.1245849022	876.8246806748	771.2017059373	925.1929289731	771.1580855472	876.8280679612
1057.64	1051.64	824.356314826	986.5464274805	824.3505056989	875.9439816514	770.3835073579	924.2603296833	770.3391861095	875.947367896
1062.1	1050.63	823.5833047454	985.6738274331	823.5774964044	875.0639825392	769.5656088672	923.3280304824	769.5219866777	875.0673678368
1066.55	1049.62	822.8107146602	984.8016273976	822.8046971739	874.1842835158	768.7492002522	922.3964311927	768.7050872399	874.1880677836
1069.61	1048.93	822.2819245986	984.204127368	822.2759077468	873.5823841373	768.1902213886	921.7589316366	768.1466876424	873.5861677421
